street,lat1,lng1,lat2,lng2
Holworthy Place,42.3769,-71.149264,42.377049,-71.149313
Governor Winthrop Road,42.396461,-71.08785,42.395792,-71.086966
Waverly Street,42.3573887,-71.1039138,42.357398,-71.1038795
Lakeview Avenue,42.38156,-71.140214,42.38219,-71.140452
Prospect Street,42.3655783,-71.1040128,42.3657917,-71.1037764
Alewife Brook Parkway,42.392756,-71.1409203,42.3918498,-71.1412105
Assembly Square Drive,42.3964448,-71.0816574,42.3963134,-71.0816051
Main Street,42.397194,-71.0997,42.397181,-71.099683
Lexington Avenue,42.3943276,-71.1141544,42.3943088,-71.1140859
Follen Street,42.37882,-71.12101,42.378848,-71.121035
Massachusetts Avenue,42.379446,-71.120046,42.378979,-71.1201
Fayerweather Street,42.385301,-71.135211,42.385175,-71.135308
Land Boulevard,42.363686,-71.0785027,42.3635719,-71.0785456
Dr. Paul Dudley White Path,42.3634435,-71.1177451,42.3629366,-71.1176903
Porter Square,42.3882587,-71.1190915,42.3882323,-71.1191111
Holworthy Place,42.376373,-71.149331,42.376399,-71.149266
Cambridge Street,42.3760217,-71.1177733,42.3760344,-71.1179793
SR 2,42.397225,-71.1413391,42.3971702,-71.1412619
Dr. Paul Dudley White Path,42.3575112,-71.0739908,42.3575365,-71.0739611
Rindge Avenue,42.3940418,-71.1402074,42.3940749,-71.1402718
Jackson Circle,42.3919121,-71.1358471,42.3918981,-71.1358175
Berkeley Street,42.3786186,-71.126166,42.378479,-71.125897
Fresh Pond Parkway,42.376341,-71.140912,42.376578,-71.141086
Alewife Brook Parkway,42.3955195,-71.1405976,42.3953553,-71.1405804
Cleveland Street,42.371522,-71.109309,42.371887,-71.110305
Cherry Street,42.3632629,-71.0975111,42.3635742,-71.0974813
Dr. Paul Dudley White Path,42.367496,-71.0738236,42.3674405,-71.0738183
Massachusetts Avenue,42.3885504,-71.1194525,42.3886249,-71.119475
Alewife Reservation Path,42.3973715,-71.1453985,42.3973719,-71.1452641
Broadway,42.369701,-71.101981,42.369317,-71.10101
Memorial Drive,42.3572111,-71.0925954,42.357565,-71.0915086
Temple Street,42.3925487,-71.0933933,42.392663,-71.093304
Gateway Park,42.4003746,-71.0726908,42.4004103,-71.0729322
US 3;SR 2,42.373282,-71.13449,42.373365,-71.13469
Putnam Avenue,42.367741,-71.113508,42.367853,-71.113523
Fayerweather Street,42.376826,-71.137281,42.377303,-71.137432
Medford Street,42.3741191,-71.0880369,42.3740874,-71.0880058
Jackson Circle,42.3920216,-71.1358789,42.3919961,-71.1358849
Essex Street,42.365753,-71.10241,42.365852,-71.102318
Soldiers Field Road,42.3718488,-71.1300061,42.3720562,-71.1299051
Grove Street,42.386482,-71.160705,42.3865,-71.160832
Hancock Street,42.370049,-71.10692,42.370677,-71.106493
Dr. Paul Dudley White Path,42.372312,-71.1325061,42.3723222,-71.1324773
Garden Terrace,42.382333,-71.127971,42.3827002,-71.1273749
Upland Road,42.386867,-71.125388,42.387053,-71.124729
Fresh Pond Parkway,42.379394,-71.144437,42.37965,-71.144488
Sozio Rotary,42.3868575,-71.141053,42.3868458,-71.1410976
Back Street,42.3504828,-71.093188,42.3504936,-71.0930978
Avon Hill Street,42.384443,-71.124235,42.38432,-71.124136
Galileo Galilei Way,42.3657688,-71.0890674,42.3658734,-71.0890064
Putnam Avenue,42.363807,-71.113768,42.364485,-71.113872
Gordon Place,42.3579206,-71.1132931,42.3581426,-71.1130356
Main Street,42.3618879,-71.0792524,42.3619276,-71.0797409
Waterhouse Street,42.3771897,-71.1225432,42.3772751,-71.1225216
College Avenue,42.399219,-71.119361,42.399435,-71.118915
Concord Turnpike,42.4014352,-71.1537015,42.4015814,-71.154041
Earle Street,42.3755149,-71.0913948,42.3755286,-71.0914773
Pilgrim Street,42.3609318,-71.1019936,42.3608627,-71.1018851
Beacon Street,42.3749294,-71.1022856,42.3750953,-71.1024806
Willard Street,42.374994,-71.128392,42.375213,-71.128356
Follen Street,42.378288,-71.123196,42.378248,-71.123305
Museum Street,42.380431,-71.113896,42.380605,-71.113622
Walden Street,42.3833,-71.13468,42.38384,-71.134087
Aberdeen Avenue,42.376328,-71.146382,42.3752468,-71.1459276
Vale Road,42.3964723,-71.1584432,42.396461,-71.158323
Green Street,42.3657089,-71.1057398,42.3658734,-71.106016
Greenough Boulevard,42.3655158,-71.1430387,42.3654761,-71.1428083
Dr. Paul Dudley White Path,42.3650416,-71.1413175,42.365228,-71.1421128
Sparks Street,42.376154,-71.130393,42.37569,-71.130461
Concord Turnpike,42.4012655,-71.153695,42.4011557,-71.1534265
Lexington Avenue,42.382062,-71.141757,42.382703,-71.141997
Broad Channel Boardwalk,42.3625908,-71.0792792,42.3627056,-71.0806308
Oxford Avenue,42.376899,-71.156025,42.377309,-71.155815
Dr. Paul Dudley White Path,42.3680915,-71.0740986,42.368036,-71.074116
Elm Street,42.381054,-71.166044,42.381006,-71.165922
Back Street,42.3503797,-71.0942285,42.3503892,-71.093991
Bent Street,42.367762,-71.087334,42.3678204,-71.0878019
Cambridge Parkway,42.367707,-71.074208,42.3678451,-71.0744722
Somerville Avenue,42.3886317,-71.1193861,42.3886429,-71.1192375
Alewife Brook Parkway,42.3889411,-71.1431733,42.3888616,-71.1432526
Dr. Paul Dudley White Path,42.3679467,-71.1192575,42.3679241,-71.1191034
Dr. Paul Dudley White Path,42.3526458,-71.0863812,42.3526688,-71.0863243
Esten Street,42.3860208,-71.1295021,42.386528,-71.130002
Community Path,42.3748549,-71.0823262,42.3738246,-71.0806633
Beech Path,42.3872904,-71.1481585,42.387223,-71.1480861
Highland Avenue,42.389231,-71.10578,42.389025,-71.105228
Fitchburg Cutoff Path,42.3955421,-71.1432033,42.3955307,-71.1433258
Coolidge Hill Road,42.3744108,-71.1393318,42.3748719,-71.1392722
Alewife Brook Parkway,42.3975431,-71.1417617,42.3975014,-71.1416989
Huron Avenue,42.381055,-71.139355,42.38117,-71.138776
Elm Street,42.3883482,-71.115787,42.3887944,-71.1161992
Washington Street,42.386467,-71.169918,42.386437,-71.169456
Hudson Place,42.38187,-71.12137,42.3819986,-71.121049
Coolidge Avenue,42.3741712,-71.139835,42.3748017,-71.1397526
Oxford Street,42.382091,-71.116256,42.382563,-71.116204
Dr. Paul Dudley White Path,42.3654046,-71.142785,42.3654388,-71.1429616
Field Street,42.38582,-71.135467,42.3859004,-71.1357302
Alewife Greenway Path,42.3982149,-71.1426652,42.3982308,-71.1427725
Mystic Way,42.3994413,-71.0778718,42.3993064,-71.0776029
Washington Street,42.386541,-71.170968,42.386493,-71.17019
Broadway,42.36913,-71.100538,42.3689581,-71.1001018
Porter Square,42.3885924,-71.1192669,42.3885834,-71.1192354
Walden Street,42.388912,-71.125026,42.3892499,-71.1247941
Sidney Street,42.36035,-71.102478,42.359866,-71.103047
Fellsway,42.398774,-71.083861,42.3988461,-71.0838312
Harvey Street,42.397242,-71.131684,42.397276,-71.132213
Columbia Street,42.371401,-71.095341,42.371926,-71.095061
Harvard Street,42.3718976,-71.1136244,42.3718342,-71.1133755
Greenough Boulevard,42.3655964,-71.1392436,42.3657081,-71.1390614
Richardson Street,42.3957985,-71.1054068,42.3959022,-71.1056116
Alewife Greenway Path,42.4002867,-71.1393392,42.4001362,-71.1398274
Dr. Paul Dudley White Path,42.3565939,-71.0745717,42.3567965,-71.0744316
Front Street,42.3617949,-71.0976227,42.3619213,-71.0975716
Liberty Avenue,42.397433,-71.117481,42.397744,-71.117264
Back Street,42.350412,-71.095259,42.350372,-71.094906
Memorial Drive,42.359315,-71.0869408,42.359243,-71.087159
Broadway,42.36638,-71.0935553,42.366125,-71.09294
Walden Street,42.384987,-71.132804,42.384997,-71.132794
Mount Auburn Street,42.371085,-71.1161,42.370753,-71.115181
Earle Street,42.3755833,-71.0917456,42.375662,-71.0920765
South Street,42.374868,-71.091904,42.3747906,-71.0917481
US 1,42.3697561,-71.0657854,42.369772,-71.0655899
Beacon Street,42.3771712,-71.1049995,42.3773149,-71.1051776
New Street,42.389641,-71.139262,42.3899601,-71.1389605
Waverly Street,42.355935,-71.1055142,42.356252,-71.105178
North Point Boulevard,42.371563,-71.0752363,42.3716197,-71.0753364
Washington Street,42.379358,-71.101717,42.3793612,-71.1016964
Forest Street,42.385365,-71.119285,42.385321,-71.118312
Soldiers Field Road,42.356117,-71.118389,42.355969,-71.11837
Alewife Greenway Path,42.4006973,-71.1370915,42.4006142,-71.1373544
Western Avenue,42.3652922,-71.104687,42.3652751,-71.1048739
Huron Avenue,42.38168,-71.156171,42.381569,-71.155673
Alewife Linear Park,42.3977043,-71.13691,42.3977396,-71.1368888
Dr. Paul Dudley White Path,42.3515825,-71.1065718,42.3515708,-71.106409
Dr. Paul Dudley White Path,42.3518327,-71.1089198,42.3518146,-71.1088424
Cardinal Medeiros Avenue,42.3696658,-71.0898475,42.3697398,-71.0898061
Sozio Rotary,42.386862,-71.1410079,42.3868575,-71.141053
Ellsworth Avenue,42.373712,-71.106653,42.37326,-71.10702
Dr. Paul Dudley White Path,42.3519979,-71.1105435,42.3519806,-71.1105323
Bristol Street,42.368312,-71.092866,42.368116,-71.092134
Galileo Galilei Way,42.3637457,-71.089763,42.3636436,-71.0897785
Flagg Street,42.367769,-71.115991,42.367768,-71.115949
Beacon Street,42.3802311,-71.108757,42.380496,-71.109095
Flagg Street,42.36777,-71.11634,42.367769,-71.115991
Dana Street,42.373992,-71.107438,42.374526,-71.107061
Soldiers Field Road,42.3520472,-71.1130416,42.3519901,-71.1127326
Harvard Street,42.369716,-71.105763,42.369619,-71.105493
Concord Avenue,42.3870871,-71.1416831,42.3868196,-71.14135
Soldiers Field Road,42.368338,-71.123543,42.3689042,-71.1251659
Concord Lane,42.3882815,-71.1418402,42.3883723,-71.1416851
Cardinal Medeiros Avenue,42.3663952,-71.0917072,42.3667036,-71.0915377
Coolidge Avenue,42.3679406,-71.1418086,42.3684153,-71.1415295
Chauncy Street,42.3796844,-71.1221648,42.379784,-71.121525
Mary Street,42.4022759,-71.1541166,42.402297,-71.1539877
Ames Street,42.3625568,-71.0881475,42.3626217,-71.0881306
Kimball Lane,42.393732,-71.128612,42.394056,-71.128991
Fitchburg Cutoff Path,42.3960106,-71.1460668,42.3959895,-71.1464558
Langdon Street,42.380661,-71.120787,42.3807,-71.120574
Concord Avenue,42.386651,-71.140715,42.38666,-71.140627
Phillips Place,42.377058,-71.124268,42.37723,-71.123943
Broadway,42.3906185,-71.0903583,42.3905056,-71.0901361
Museum Street,42.381845,-71.111449,42.381965,-71.111079
Wright Street,42.382626,-71.121577,42.3827123,-71.1216475
Gateway Park,42.396129,-71.073987,42.396062,-71.073934
Ash Street,42.3742795,-71.1254385,42.374568,-71.125155
Lechmere Street,42.3704771,-71.0734112,42.371034,-71.0729286
US 1,42.3700162,-71.065347,42.3699616,-71.0655468
Jackson Place,42.3933257,-71.1351197,42.3933593,-71.135139
Dr. Paul Dudley White Path,42.3697635,-71.1307871,42.3698942,-71.1307868
Athens Street,42.36975,-71.115808,42.369829,-71.11576
Cambridge Street,42.3702528,-71.075182,42.3703697,-71.0754395
Monsignor O'Brien Highway,42.3719747,-71.078421,42.3720377,-71.0785542
Charles Street,42.3684895,-71.0876468,42.3683071,-71.0861031
Soldiers Field Road,42.359193,-71.11748,42.359429,-71.117423
Taylor Road,42.388818,-71.160007,42.389047,-71.160014
Putnam Avenue,42.368327,-71.113515,42.368564,-71.113512
Minuteman Bikeway,42.3996985,-71.1448073,42.399536,-71.1447329
Chester Street,42.394908,-71.122503,42.3945836,-71.1229752
Sidney Street,42.359866,-71.103047,42.359393,-71.103613
Kirkland Street,42.377177,-71.111539,42.377189,-71.111489
Dr. Paul Dudley White Path,42.3637668,-71.1433469,42.3638481,-71.1432718
Memorial Drive,42.37308,-71.126269,42.373287,-71.126579
Sozio Rotary,42.3867479,-71.1412124,42.3867196,-71.1412209
Broadway,42.3647559,-71.0891432,42.364812,-71.0893354
Cedar Street,42.3944384,-71.110782,42.3945302,-71.1107146
Galileo Galilei Way,42.3655731,-71.089272,42.3648462,-71.0894626
Gerry's Landing Road,42.3735871,-71.1354177,42.3734539,-71.1352911
Land Boulevard,42.3620694,-71.0788808,42.3619426,-71.0788979
Fresh Pond Parkway,42.3852011,-71.1413284,42.3854291,-71.1412534
Soldiers Field Road,42.3641747,-71.1371035,42.3643381,-71.1365808
Chapman Place,42.373822,-71.125069,42.373623,-71.12455
Putnam Avenue,42.3601424,-71.1127706,42.360295,-71.113015
Mason Street,42.376349,-71.123153,42.376456,-71.122654
Alewife Brook Parkway,42.388734,-71.1434215,42.3887047,-71.1434953
Main Street,42.399261,-71.102538,42.399135,-71.102358
Concord Avenue,42.391524,-71.1605882,42.3915866,-71.1607924
SR 2,42.3537567,-71.1107723,42.3536849,-71.1106652
Huron Avenue,42.381306,-71.137318,42.381361,-71.136559
Lakeview Avenue,42.380393,-71.139814,42.380935,-71.140007
Memorial Drive,42.3589691,-71.0869928,42.3590264,-71.086814
Colby Street,42.393078,-71.1581,42.393288,-71.157964
Harvard Street,42.371168,-71.111012,42.371118,-71.110813
Memorial Drive,42.3568743,-71.0938441,42.3568247,-71.0940575
Dr. Paul Dudley White Path,42.3697786,-71.1227576,42.3698197,-71.1228948
Gerry's Landing Road,42.3746769,-71.1381555,42.3746238,-71.1379642
Cherry Street,42.36553,-71.0969407,42.366012,-71.0967519
Coolidge Avenue,42.3722655,-71.1400104,42.3730532,-71.1399595
Fresh Pond Parkway,42.3860323,-71.1411368,42.3861303,-71.1411179
Beech Street,42.390996,-71.119953,42.39125,-71.11958
Prospect Street,42.3725805,-71.098714,42.3733731,-71.0981475
Gerry's Landing Road,42.374248,-71.1362917,42.3743817,-71.1366024
Vassal Lane,42.383356,-71.137308,42.383218,-71.136886
Huron Avenue,42.382918,-71.13041,42.383065,-71.130224
Fulkerson Street,42.370548,-71.087246,42.371226,-71.08706
North Point Boulevard,42.3713531,-71.074406,42.3714704,-71.0749315
North Point Boulevard,42.370728,-71.0714652,42.3707597,-71.0715763
Dr. Paul Dudley White Path,42.3723325,-71.1319169,42.3729621,-71.130778
Holland Street,42.401039,-71.126146,42.401056,-71.126159
Storrow Drive,42.350999,-71.102077,42.350899,-71.100698
Storrow Drive,42.3517027,-71.0922563,42.3516263,-71.0925336
Banks Street,42.367749,-71.114729,42.367857,-71.114742
Porter Road,42.388903,-71.120981,42.3891865,-71.1198983
Ames Street,42.361172,-71.088348,42.3624442,-71.088182
Windsor Street,42.373013,-71.093179,42.3733289,-71.0930677
Huron Avenue,42.379345,-71.150406,42.379261,-71.150243
Elm Street,42.381407,-71.166523,42.381322,-71.166437
Dr. Paul Dudley White Path,42.3709139,-71.1330241,42.370866,-71.1329997
Memorial Drive,42.3610919,-71.0815932,42.3609547,-71.0820496
Windsor Street,42.3749471,-71.092913,42.3750459,-71.092882
Foster Street,42.376204,-71.130988,42.376154,-71.130393
Nashua Street,42.3653006,-71.0641302,42.3654726,-71.0641153
Fitchburg Cutoff Path,42.3957768,-71.1440122,42.3958395,-71.1440146
Irving Street,42.376601,-71.110722,42.37612,-71.110847
Langdon Street,42.380149,-71.121637,42.380338,-71.121723
Cambridge Street,42.374018,-71.10305,42.3739753,-71.1027417
Channing Circle,42.37548,-71.135423,42.375516,-71.135083
Lancaster Street,42.385609,-71.120304,42.3855608,-71.1193673
Galileo Galilei Way,42.3664324,-71.0878245,42.3664387,-71.0879266
Wendell Street,42.381632,-71.117999,42.381661,-71.118763
Griswold Street,42.391785,-71.156604,42.392392,-71.15627
Shore Drive,42.3990148,-71.0878189,42.3989495,-71.0879865
Fresh Pond Parkway,42.381668,-71.144076,42.381687,-71.144055
Meacham Road,42.3960101,-71.1260639,42.3959226,-71.1262188
Concord Avenue,42.386654,-71.140501,42.386638,-71.140406
Union Street,42.370348,-71.094939,42.370053,-71.095116
Elm Street,42.380811,-71.163321,42.380832,-71.163221
Dr. Paul Dudley White Path,42.3723456,-71.1341853,42.3721559,-71.1342219
Harvard Street,42.366047,-71.09541,42.365825,-71.09487
Dr. Paul Dudley White Path,42.3617577,-71.1465803,42.3622811,-71.1458326
Mount Auburn Street,42.371413,-71.117056,42.371085,-71.1161
Gray Gardens East,42.383419,-71.128308,42.383585,-71.128134
Dr. Paul Dudley White Path,42.3531449,-71.0849061,42.3531475,-71.084839
Dunster Street,42.3715352,-71.1197459,42.3717571,-71.119621
Lowell Street,42.376199,-71.133394,42.376796,-71.133557
Mount Auburn Street,42.3749225,-71.1341955,42.3748545,-71.1330435
Cambridge Street,42.3755456,-71.1155314,42.3754885,-71.1148276
Dr. Paul Dudley White Path,42.3516273,-71.1070107,42.3516047,-71.1068325
Massachusetts Avenue,42.379743,-71.120009,42.379446,-71.120046
Follen Street,42.378781,-71.121416,42.378695,-71.121723
Sherman Street,42.3856172,-71.1305902,42.386175,-71.130986
Jackson Circle,42.3919961,-71.1358849,42.3919712,-71.1358841
Coolidge Hill,42.3730872,-71.139292,42.373162,-71.139068
Cowperthwaite Street,42.3693142,-71.1171362,42.369251,-71.117029
Upland Road,42.3879518,-71.1213369,42.3881085,-71.1198995
Whitney Avenue,42.3590939,-71.1130442,42.3598384,-71.1122546
Fayette Street,42.3712735,-71.1043353,42.3713298,-71.1042865
Banks Street,42.369073,-71.114691,42.369367,-71.114649
Alewife Brook Parkway,42.3990181,-71.1408713,42.3991115,-71.1407742
SR 2,42.3552499,-71.1128462,42.355085,-71.112563
Hemlock Road,42.380503,-71.132584,42.38061,-71.132443
Huron Avenue,42.380482,-71.142297,42.380586,-71.141792
Fayerweather Street,42.384987,-71.132804,42.38521,-71.133478
Greenough Boulevard,42.3678731,-71.1359935,42.3679803,-71.1357729
Langdon Street,42.3807,-71.120574,42.380811,-71.120119
Soldiers Field Road,42.351952,-71.1124494,42.3519267,-71.1121575
Sherman Street,42.386175,-71.130986,42.386693,-71.131315
Concord Turnpike,42.3978328,-71.14191,42.397847,-71.1420272
Land Boulevard,42.3608633,-71.0810877,42.3608666,-71.0812544
Frontage Road,42.396681,-71.101957,42.396689,-71.102061
Harvey Street,42.397335,-71.133262,42.39741,-71.134281
Dr. Paul Dudley White Path,42.350999,-71.0945412,42.351011,-71.0944536
Lansdowne Street,42.3602342,-71.1009438,42.3605711,-71.1001871
Cambridge Street,42.3753825,-71.1136312,42.375358,-71.113415
Harding Street,42.373207,-71.090478,42.373737,-71.090367
Concord Avenue,42.3949195,-71.1721137,42.3949985,-71.172387
Potter Park,42.384245,-71.120266,42.384663,-71.120352
University Road,42.3728183,-71.1233055,42.373356,-71.1229404
Broadway,42.393929,-71.096049,42.393719,-71.095636
Holworthy Place,42.376399,-71.149266,42.376452,-71.149223
Dr. Paul Dudley White Path,42.3645563,-71.0721387,42.36463,-71.0720003
Bennett Street,42.3723726,-71.1220827,42.3723442,-71.122005
State Street,42.3626253,-71.0978775,42.3625407,-71.0968883
Esten Street,42.385584,-71.129042,42.38567,-71.12908
Soldiers Field Road,42.371904,-71.127003,42.372085,-71.127113
Dr. Paul Dudley White Path,42.3692253,-71.1256616,42.3691221,-71.1253719
Storrow Drive,42.351474,-71.106506,42.35163,-71.107927
Gray Gardens East,42.3841,-71.127095,42.3843035,-71.1265848
I 93,42.374468,-71.0717128,42.3745976,-71.0719391
Berkshire Street,42.370031,-71.09105,42.370665,-71.090658
Grove Street,42.376738,-71.158714,42.377453,-71.158799
Grozier Road,42.377333,-71.141319,42.377458,-71.141317
Beacon Street,42.3782331,-71.1063166,42.3782853,-71.1063731
Garden Street,42.3763705,-71.121876,42.375971,-71.1209747
Dr. Paul Dudley White Path,42.3712473,-71.1267512,42.3707695,-71.126678
Willow Place,42.3744708,-71.0913642,42.3744936,-71.0913488
Hollis Street,42.393029,-71.1289386,42.393379,-71.128792
Alewife Brook Parkway,42.3970656,-71.1411733,42.3969866,-71.1411205
G Street,42.3923459,-71.0773142,42.3934594,-71.0774163
Burns Road,42.385607,-71.13809,42.386133,-71.137656
Galileo Galilei Way,42.3642091,-71.089492,42.3647385,-71.0893532
Hillside Avenue,42.385221,-71.124147,42.385382,-71.123685
Brattle Circle,42.375863,-71.141565,42.375986,-71.141583
Binney Street,42.3653096,-71.0798771,42.3650954,-71.0782211
Cresto Terrace,42.3720451,-71.0822002,42.3722473,-71.0821519
Dr. Paul Dudley White Path,42.3669783,-71.1372651,42.3667384,-71.1376105
Holden Street,42.378825,-71.108519,42.379073,-71.108842
Beech Path,42.3864543,-71.1467289,42.3864533,-71.1465976
