-71.1228263777;42.3699161656;[[0.0023, [5, 23, 561]], [0.0016, [9, 16, 100]]];['-71.1228263777', '42.3699161656', '-71.1229593985', '42.3699745017', 'Memorial Dr', 'Memoria_Dr_39', '1437.0', '1149.0', 'Dr\n']
-71.1229593985;42.3699745017;[[0.0023, [5, 23, 561]], [0.0016, [9, 16, 100]]];['-71.1228263777', '42.3699161656', '-71.1229593985', '42.3699745017', 'Memorial Dr', 'Memoria_Dr_39', '1437.0', '1149.0', 'Dr\n']
-71.1297948259;42.3767355941;[[0.142, [11, 1420, 423]], [0.0453, [14, 453, 116]]];['-71.1297948259', '42.3767355941', '-71.1298275632', '42.3767004381', 'Mercer Cir', 'Mercer_Cir_4', '809.0', '868.0', 'Cir\n']
-71.1298275632;42.3767004381;[[0.0531, [0, 531, 145]], [0.0952, [36, 952, 115]]];['-71.1297948259', '42.3767355941', '-71.1298275632', '42.3767004381', 'Mercer Cir', 'Mercer_Cir_4', '809.0', '868.0', 'Cir\n']
-71.1579387073;42.3819582355;[[0.0272, [2, 272, 1863]], [0.011, [45, 110, 1460]]];['-71.1579387073', '42.3819582355', '-71.1579349472', '42.3822085925', 'Grove St', 'Grove_St_1', '638.0', '609.0', 'St\n']
-71.1579349472;42.3822085925;[[0.0355, [1, 355, 2202]], [0.0087, [48, 87, 1302]]];['-71.1579387073', '42.3819582355', '-71.1579349472', '42.3822085925', 'Grove St', 'Grove_St_1', '638.0', '609.0', 'St\n']
-71.1424533055;42.3979152728;[[0.0056, [19, 56, 302]], [0.0019, [32, 19, 498]]];['-71.1424533055', '42.3979152728', '-71.1425925789', '42.3979486615', 'Concord Tpk', 'Concord_Tpk_4', '2212.0', '76.0', 'Tpk\n']
-71.1425925789;42.3979486615;[[0.2351, [0, 2351, 0]], [0.053, [7, 530, 2]]];['-71.1424533055', '42.3979152728', '-71.1425925789', '42.3979486615', 'Concord Tpk', 'Concord_Tpk_4', '2212.0', '76.0', 'Tpk\n']
-71.1175624627;42.3851857259;[[0.0411, [7, 411, 632]], [0.0609, [79, 609, 227]]];['-71.1175624627', '42.3851857259', '-71.1176387682', '42.38449099', 'Frost St', 'Frost_St_3', '466.0', '501.0', 'St\n']
-71.1176387682;42.38449099;[[0.0514, [178, 514, 376]], [0.0571, [81, 571, 149]]];['-71.1175624627', '42.3851857259', '-71.1176387682', '42.38449099', 'Frost St', 'Frost_St_3', '466.0', '501.0', 'St\n']
-71.0975005203;42.3742799914;[[0.0238, [544, 238, 546]], [0.0179, [181, 179, 438]]];['-71.0975005203', '42.3742799914', '-71.0974495997', '42.3743493206', 'Prospect St', 'Prospec_St_11', '1080.0', '1051.0', 'St\n']
-71.0974495997;42.3743493206;[[0.0804, [27, 804, 590]], [0.0044, [162, 44, 1288]]];['-71.0975005203', '42.3742799914', '-71.0974495997', '42.3743493206', 'Prospect St', 'Prospec_St_11', '1080.0', '1051.0', 'St\n']
-71.1156525756;42.3763076508;[[0.0041, [114, 41, 119]], [0.1162, [428, 1162, 181]]];['-71.1156525756', '42.3763076508', '-71.1156441377', '42.3763076226', 'Kirkland St', 'Kirklan_St_1', '892.0', '881.0', 'St\n']
-71.1156441377;42.3763076226;[[0.0041, [114, 41, 119]], [0.1162, [428, 1162, 181]]];['-71.1156525756', '42.3763076508', '-71.1156441377', '42.3763076226', 'Kirkland St', 'Kirklan_St_1', '892.0', '881.0', 'St\n']
-71.0965194068;42.3641957151;[[0.0362, [1, 362, 769]], [0.0044, [1052, 44, 312]]];['-71.0965194068', '42.3641957151', '-71.0963043204', '42.3647625462', 'Windsor St', 'Windsor_St_5', '1826.0', '1763.0', 'St\n']
-71.0963043204;42.3647625462;[[0.1838, [14, 1838, 273]], [0.0103, [105, 103, 748]]];['-71.0965194068', '42.3641957151', '-71.0963043204', '42.3647625462', 'Windsor St', 'Windsor_St_5', '1826.0', '1763.0', 'St\n']
